participantId,trialId,trialOrder,responseId,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,parameters_mapType
"6905caf8-ec5d-4106-b232-b374139228e5","trial-spike","5","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.980Z","14.29","Identify which city has a larger population.","undefined","undefined","undefined","undefined","undefined","Spike"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-spike","5","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-bubble","6","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.980Z","14.29","Identify which city has a larger population.","undefined","undefined","undefined","undefined","undefined","Bubble"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-bubble","6","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-bubble","7","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.980Z","14.29","Identify which city has a larger population.","undefined","undefined","undefined","undefined","undefined","Bubble"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-bubble","7","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-hexbin","8","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.980Z","14.29","Identify which region has a larger population.","undefined","undefined","undefined","undefined","undefined","Hexbin"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-hexbin","8","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-choropleth","9","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.980Z","14.29","Identify which region has a larger population.","undefined","undefined","undefined","undefined","undefined","Choropleth"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-choropleth","9","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-spike","10","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.980Z","14.29","Identify which city has a larger population.","undefined","undefined","undefined","undefined","undefined","Spike"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-spike","10","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-bubble","11","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.980Z","14.29","Identify which city has a larger population.","undefined","undefined","undefined","undefined","undefined","Bubble"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-bubble","11","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-hexbin","12","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.980Z","14.29","Identify which region has a larger population.","undefined","undefined","undefined","undefined","undefined","Hexbin"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-hexbin","12","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-hexbin","13","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.980Z","14.29","Identify which region has a larger population.","undefined","undefined","undefined","undefined","undefined","Hexbin"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-hexbin","13","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-choropleth","14","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.980Z","14.29","Identify which region has a larger population.","undefined","undefined","undefined","undefined","undefined","Choropleth"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-choropleth","14","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-bubble","15","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.980Z","14.29","Identify which city has a larger population.","undefined","undefined","undefined","undefined","undefined","Bubble"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-bubble","15","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-spike","16","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.980Z","14.29","Identify which city has a larger population.","undefined","undefined","undefined","undefined","undefined","Spike"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-spike","16","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-bubble","17","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.980Z","14.29","Identify which city has a larger population.","undefined","undefined","undefined","undefined","undefined","Bubble"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-bubble","17","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-choropleth","18","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.980Z","14.29","Identify which region has a larger population.","undefined","undefined","undefined","undefined","undefined","Choropleth"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-choropleth","18","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-choropleth","19","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.980Z","14.29","Identify which region has a larger population.","undefined","undefined","undefined","undefined","undefined","Choropleth"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-choropleth","19","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-hexbin","20","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.980Z","14.29","Identify which region has a larger population.","undefined","undefined","undefined","undefined","undefined","Hexbin"
"6905caf8-ec5d-4106-b232-b374139228e5","trial-hexbin","20","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"7df168ef-3186-4018-9789-365fd35816e6","participantTags","null","participantTags","undefined","undefined","undefined","undefined","undefined","undefined","undefined","[]","undefined","undefined","undefined","undefined"
"7df168ef-3186-4018-9789-365fd35816e6","introduction","0","","completed","undefined","undefined","undefined","100.00","undefined","undefined","undefined","undefined","10691","10691","undefined"
"7df168ef-3186-4018-9789-365fd35816e6","introduction","0","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":17,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"7df168ef-3186-4018-9789-365fd35816e6","trial-choropleth","1","choropleth-response","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","How much larger is State A than State B?","50","undefined","26216","26216","Choropleth"
"7df168ef-3186-4018-9789-365fd35816e6","trial-choropleth","1","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","undefined","45","undefined","26216","26216","Choropleth"
"7df168ef-3186-4018-9789-365fd35816e6","trial-choropleth","1","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":5,""keydown"":7,""keyup"":5,""mousemove"":22,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"7df168ef-3186-4018-9789-365fd35816e6","trial-spike","2","spike-response","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","How much larger is City A than City B?","20","undefined","14056","14056","Spike"
"7df168ef-3186-4018-9789-365fd35816e6","trial-spike","2","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","undefined","10","undefined","14056","14056","Spike"
"7df168ef-3186-4018-9789-365fd35816e6","trial-spike","2","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":13,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"7df168ef-3186-4018-9789-365fd35816e6","trial-bubble","3","bubble-response","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","How much larger is City A than City B?","0","undefined","7541","7541","Bubble"
"7df168ef-3186-4018-9789-365fd35816e6","trial-bubble","3","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","undefined","10","undefined","7541","7541","Bubble"
"7df168ef-3186-4018-9789-365fd35816e6","trial-bubble","3","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":14,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"7df168ef-3186-4018-9789-365fd35816e6","trial-choropleth","4","choropleth-response","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","How much larger is State A than State B?","15","undefined","10279","10279","Choropleth"
"7df168ef-3186-4018-9789-365fd35816e6","trial-choropleth","4","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","undefined","15","undefined","10279","10279","Choropleth"
"7df168ef-3186-4018-9789-365fd35816e6","trial-choropleth","4","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":14,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"7df168ef-3186-4018-9789-365fd35816e6","trial-choropleth","5","choropleth-response","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","How much larger is State A than State B?","15","undefined","5664","5664","Choropleth"
"7df168ef-3186-4018-9789-365fd35816e6","trial-choropleth","5","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","undefined","15","undefined","5664","5664","Choropleth"
"7df168ef-3186-4018-9789-365fd35816e6","trial-choropleth","5","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":16,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"7df168ef-3186-4018-9789-365fd35816e6","trial-hexbin","6","hexbin-response","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","How much larger is Region A than Region B?","40","undefined","22057","22057","Hexbin"
"7df168ef-3186-4018-9789-365fd35816e6","trial-hexbin","6","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","undefined","20","undefined","22057","22057","Hexbin"
"7df168ef-3186-4018-9789-365fd35816e6","trial-hexbin","6","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":12,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"7df168ef-3186-4018-9789-365fd35816e6","trial-spike","7","spike-response","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","How much larger is City A than City B?","20","undefined","10937","10937","Spike"
"7df168ef-3186-4018-9789-365fd35816e6","trial-spike","7","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","undefined","25","undefined","10937","10937","Spike"
"7df168ef-3186-4018-9789-365fd35816e6","trial-spike","7","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":4,""keydown"":4,""keyup"":4,""mousemove"":18,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"7df168ef-3186-4018-9789-365fd35816e6","trial-hexbin","8","hexbin-response","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","How much larger is Region A than Region B?","10","undefined","7297","7297","Hexbin"
"7df168ef-3186-4018-9789-365fd35816e6","trial-hexbin","8","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","undefined","5","undefined","7297","7297","Hexbin"
"7df168ef-3186-4018-9789-365fd35816e6","trial-hexbin","8","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":9,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"7df168ef-3186-4018-9789-365fd35816e6","trial-hexbin","9","hexbin-response","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","How much larger is Region A than Region B?","50","undefined","11800","11800","Hexbin"
"7df168ef-3186-4018-9789-365fd35816e6","trial-hexbin","9","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","undefined","35","undefined","11800","11800","Hexbin"
"7df168ef-3186-4018-9789-365fd35816e6","trial-hexbin","9","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":8,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"7df168ef-3186-4018-9789-365fd35816e6","trial-hexbin","10","hexbin-response","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","How much larger is Region A than Region B?","50","undefined","14382","14382","Hexbin"
"7df168ef-3186-4018-9789-365fd35816e6","trial-hexbin","10","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","undefined","15","undefined","14382","14382","Hexbin"
"7df168ef-3186-4018-9789-365fd35816e6","trial-hexbin","10","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":11,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"7df168ef-3186-4018-9789-365fd35816e6","trial-spike","11","spike-response","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","How much larger is City A than City B?","60","undefined","5029","5029","Spike"
"7df168ef-3186-4018-9789-365fd35816e6","trial-spike","11","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","undefined","5","undefined","5029","5029","Spike"
"7df168ef-3186-4018-9789-365fd35816e6","trial-spike","11","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":14,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"7df168ef-3186-4018-9789-365fd35816e6","trial-spike","12","spike-response","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","How much larger is City A than City B?","40","undefined","4516","4516","Spike"
"7df168ef-3186-4018-9789-365fd35816e6","trial-spike","12","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","undefined","20","undefined","4516","4516","Spike"
"7df168ef-3186-4018-9789-365fd35816e6","trial-spike","12","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":11,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"7df168ef-3186-4018-9789-365fd35816e6","trial-hexbin","13","hexbin-response","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","How much larger is Region A than Region B?","10","undefined","6117","6117","Hexbin"
"7df168ef-3186-4018-9789-365fd35816e6","trial-hexbin","13","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","undefined","0","undefined","6117","6117","Hexbin"
"7df168ef-3186-4018-9789-365fd35816e6","trial-hexbin","13","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":9,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"7df168ef-3186-4018-9789-365fd35816e6","trial-bubble","14","bubble-response","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","How much larger is City A than City B?","50","undefined","5321","5321","Bubble"
"7df168ef-3186-4018-9789-365fd35816e6","trial-bubble","14","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","undefined","40","undefined","5321","5321","Bubble"
"7df168ef-3186-4018-9789-365fd35816e6","trial-bubble","14","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":4,""keydown"":4,""keyup"":4,""mousemove"":9,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"7df168ef-3186-4018-9789-365fd35816e6","trial-bubble","15","bubble-response","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","How much larger is City A than City B?","30","undefined","4625","4625","Bubble"
"7df168ef-3186-4018-9789-365fd35816e6","trial-bubble","15","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","undefined","15","undefined","4625","4625","Bubble"
"7df168ef-3186-4018-9789-365fd35816e6","trial-bubble","15","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":10,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"7df168ef-3186-4018-9789-365fd35816e6","trial-choropleth","16","choropleth-response","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","How much larger is State A than State B?","15","undefined","4026","4026","Choropleth"
"7df168ef-3186-4018-9789-365fd35816e6","trial-choropleth","16","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","undefined","10","undefined","4026","4026","Choropleth"
"7df168ef-3186-4018-9789-365fd35816e6","trial-choropleth","16","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":9,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"7df168ef-3186-4018-9789-365fd35816e6","trial-bubble","17","bubble-response","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","How much larger is City A than City B?","20","undefined","5433","5433","Bubble"
"7df168ef-3186-4018-9789-365fd35816e6","trial-bubble","17","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","undefined","5","undefined","5433","5433","Bubble"
"7df168ef-3186-4018-9789-365fd35816e6","trial-bubble","17","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":8,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"7df168ef-3186-4018-9789-365fd35816e6","trial-bubble","18","bubble-response","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","How much larger is City A than City B?","80","undefined","5316","5316","Bubble"
"7df168ef-3186-4018-9789-365fd35816e6","trial-bubble","18","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","undefined","90","undefined","5316","5316","Bubble"
"7df168ef-3186-4018-9789-365fd35816e6","trial-bubble","18","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":13,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"7df168ef-3186-4018-9789-365fd35816e6","trial-choropleth","19","choropleth-response","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","How much larger is State A than State B?","0","undefined","2500","2500","Choropleth"
"7df168ef-3186-4018-9789-365fd35816e6","trial-choropleth","19","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","undefined","5","undefined","2500","2500","Choropleth"
"7df168ef-3186-4018-9789-365fd35816e6","trial-choropleth","19","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":9,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"7df168ef-3186-4018-9789-365fd35816e6","trial-spike","20","spike-response","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","How much larger is City A than City B?","20","undefined","5703","5703","Spike"
"7df168ef-3186-4018-9789-365fd35816e6","trial-spike","20","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","undefined","20","undefined","5703","5703","Spike"
"7df168ef-3186-4018-9789-365fd35816e6","trial-spike","20","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":4,""keydown"":4,""keyup"":4,""mousemove"":12,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"8d0e6184-3a35-487b-a67a-40de085e40ae","participantTags","null","participantTags","undefined","undefined","undefined","undefined","undefined","undefined","undefined","[]","undefined","undefined","undefined","undefined"
"8d0e6184-3a35-487b-a67a-40de085e40ae","introduction","0","","completed","undefined","undefined","undefined","100.00","undefined","undefined","undefined","undefined","12382","12382","undefined"
"8d0e6184-3a35-487b-a67a-40de085e40ae","introduction","0","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":11,""mousedown"":1,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"8d0e6184-3a35-487b-a67a-40de085e40ae","trial-hexbin","1","hexbin-response","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","How much larger is Region A than Region B?","20","undefined","16579","16579","Hexbin"
"8d0e6184-3a35-487b-a67a-40de085e40ae","trial-hexbin","1","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","undefined","20","undefined","16579","16579","Hexbin"
"8d0e6184-3a35-487b-a67a-40de085e40ae","trial-hexbin","1","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":2,""keydown"":3,""keyup"":3,""mousemove"":11,""mousedown"":1,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"8d0e6184-3a35-487b-a67a-40de085e40ae","trial-spike","2","spike-response","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","How much larger is City A than City B?","60","undefined","17369","17369","Spike"
"8d0e6184-3a35-487b-a67a-40de085e40ae","trial-spike","2","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","undefined","0","undefined","17369","17369","Spike"
"8d0e6184-3a35-487b-a67a-40de085e40ae","trial-spike","2","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":1,""keydown"":2,""keyup"":2,""mousemove"":13,""mousedown"":3,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"8d0e6184-3a35-487b-a67a-40de085e40ae","trial-choropleth","3","choropleth-response","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","How much larger is State A than State B?","10","undefined","8113","8113","Choropleth"
"8d0e6184-3a35-487b-a67a-40de085e40ae","trial-choropleth","3","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","undefined","5","undefined","8113","8113","Choropleth"
"8d0e6184-3a35-487b-a67a-40de085e40ae","trial-choropleth","3","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":10,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"8d0e6184-3a35-487b-a67a-40de085e40ae","trial-choropleth","4","choropleth-response","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","How much larger is State A than State B?","35","undefined","7405","7405","Choropleth"
"8d0e6184-3a35-487b-a67a-40de085e40ae","trial-choropleth","4","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","undefined","25","undefined","7405","7405","Choropleth"
"8d0e6184-3a35-487b-a67a-40de085e40ae","trial-choropleth","4","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":9,""mousedown"":1,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"8d0e6184-3a35-487b-a67a-40de085e40ae","trial-spike","5","spike-response","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","How much larger is City A than City B?","40","undefined","6110","6110","Spike"
